ID,TANK,SPECIES,TREATMENT,AGE,GROWTH,TILE
5FS1-4_3,F,PSTR,SUNLIGHT,10,0.86,5FS1-4
5FS1-4_4,F,PSTR,SUNLIGHT,10,1.02,5FS1-4
5FS1-4_5,F,PSTR,SUNLIGHT,10,1.1,5FS1-4
6FB1-4_2,F,PSTR,BLUE,10,0.47,6FB1-4
6FB1-4_3,F,PSTR,BLUE,10,1.41,6FB1-4
6FB1-4_4,F,PSTR,BLUE,10,0.58,6FB1-4
6FB1-4_5,F,PSTR,BLUE,10,0.29,6FB1-4
6FB1-4_6,F,PSTR,BLUE,10,0.33,6FB1-4
6FN1-3_1,F,PSTR,NATURAL,10,0.58,6FN1-3
6FN1-3_2,F,PSTR,NATURAL,10,0.57,6FN1-3
6FN1-3_3,F,PSTR,NATURAL,10,0.39,6FN1-3
6FN1-3_4,F,PSTR,NATURAL,10,0.27,6FN1-3
6FN1-3_5,F,PSTR,NATURAL,10,0.82,6FN1-3
6FN1-3_6,F,PSTR,NATURAL,10,0.45,6FN1-3
6FS1-2_1,F,PSTR,SUNLIGHT,10,2.19,6FS1-2
6FS1-2_2,F,PSTR,SUNLIGHT,10,0.7,6FS1-2
6FS1-2_3,F,PSTR,SUNLIGHT,10,0.53,6FS1-2
6FS1-2_4,F,PSTR,SUNLIGHT,10,1.31,6FS1-2
6FS1-2_5,F,PSTR,SUNLIGHT,10,0.54,6FS1-2
6FS1-2_6,F,PSTR,SUNLIGHT,10,1.64,6FS1-2
7FB1-4_1,F,PSTR,BLUE,10,1.17,7FB1-4
7FB1-4_2,F,PSTR,BLUE,10,0.5,7FB1-4
7FB1-4_3,F,PSTR,BLUE,10,1.38,7FB1-4
7FB1-4_4,F,PSTR,BLUE,10,1.23,7FB1-4
7FB1-4_5,F,PSTR,BLUE,10,0.98,7FB1-4
7FB1-4_6,F,PSTR,BLUE,10,1.37,7FB1-4
7FN1-1_2,F,PSTR,NATURAL,10,0.55,7FN1-1
7FN1-1_3,F,PSTR,NATURAL,10,0.53,7FN1-1
7FN1-1_4,F,PSTR,NATURAL,10,1.05,7FN1-1
7FN1-1_5,F,PSTR,NATURAL,10,0.83,7FN1-1
7FN1-1_6,F,PSTR,NATURAL,10,1.52,7FN1-1
7FN1-1_7,F,PSTR,NATURAL,10,1.37,7FN1-1
7FS1-2_1,F,PSTR,SUNLIGHT,10,0.81,7FS1-2
7FS1-2_2,F,PSTR,SUNLIGHT,10,0.87,7FS1-2
7FS1-2_3,F,PSTR,SUNLIGHT,10,1.26,7FS1-2
7FS1-2_4,F,PSTR,SUNLIGHT,10,0.5,7FS1-2
7FS1-2_5,F,PSTR,SUNLIGHT,10,0.8,7FS1-2
7FS1-2_6,F,PSTR,SUNLIGHT,10,0.48,7FS1-2
7FS1-2_7,F,PSTR,SUNLIGHT,10,1.14,7FS1-2
8FB1-6_1,F,PSTR,BLUE,10,0.41,8FB1-6
8FB1-6_2,F,PSTR,BLUE,10,0.54,8FB1-6
8FB1-6_3,F,PSTR,BLUE,10,0.5,8FB1-6
8FB1-6_4,F,PSTR,BLUE,10,0.58,8FB1-6
8FB1-6_5,F,PSTR,BLUE,10,0.49,8FB1-6
8FB1-6_6,F,PSTR,BLUE,10,0.5,8FB1-6
8FB1-6_7,F,PSTR,BLUE,10,0.47,8FB1-6
8FB1-6_8,F,PSTR,BLUE,10,0.7,8FB1-6
8FN1-2_1,F,PSTR,NATURAL,10,1.1,8FN1-2
8FN1-2_2,F,PSTR,NATURAL,10,0.98,8FN1-2
8FN1-2_7,F,PSTR,NATURAL,10,1.13,8FN1-2
8FN1-2_8,F,PSTR,NATURAL,10,0.35,8FN1-2
8FS1-5_1,F,PSTR,SUNLIGHT,10,0.7,8FS1-5
8FS1-5_2,F,PSTR,SUNLIGHT,10,1.26,8FS1-5
8FS1-5_3,F,PSTR,SUNLIGHT,10,1.01,8FS1-5
8FS1-5_4,F,PSTR,SUNLIGHT,10,0.65,8FS1-5
8FS1-5_5,F,PSTR,SUNLIGHT,10,0.55,8FS1-5
8FS1-5_6,F,PSTR,SUNLIGHT,10,0.73,8FS1-5
8FS1-5_7,F,PSTR,SUNLIGHT,10,0.85,8FS1-5
8FS1-5_8,F,PSTR,SUNLIGHT,10,0.76,8FS1-5
3FB1-10_1,F,PSTR,BLUE,11,2.02,3FB1-10
3FB1-10_3,F,PSTR,BLUE,11,0.51,3FB1-10
3FB1-5_1,F,PSTR,BLUE,11,1.73,3FB1-5
3FB1-5_2,F,PSTR,BLUE,11,0.3,3FB1-5
3FB1-5_3,F,PSTR,BLUE,11,0.28,3FB1-5
3FB1-6_1,F,PSTR,BLUE,11,0.33,3FB1-6
3FB1-6_2,F,PSTR,BLUE,11,0.69,3FB1-6
3FB1-6_3,F,PSTR,BLUE,11,0.51,3FB1-6
3FN1-12_1,F,PSTR,NATURAL,11,0.53,3FN1-12
3FN1-12_2,F,PSTR,NATURAL,11,0.72,3FN1-12
3FN1-12_3,F,PSTR,NATURAL,11,0.47,3FN1-12
3FN1-14_1,F,PSTR,NATURAL,11,0.66,3FN1-14
3FN1-14_2,F,PSTR,NATURAL,11,0.78,3FN1-14
3FN1-14_3,F,PSTR,NATURAL,11,0.65,3FN1-14
3FS1-13_1,F,PSTR,SUNLIGHT,11,0.53,3FS1-13
3FS1-13_2,F,PSTR,SUNLIGHT,11,0.27,3FS1-13
3FS1-13_3,F,PSTR,SUNLIGHT,11,0.7,3FS1-13
3FS1-2_1,F,PSTR,SUNLIGHT,11,0.95,3FS1-2
3FS1-2_2,F,PSTR,SUNLIGHT,11,0.89,3FS1-2
3FS1-2_3,F,PSTR,SUNLIGHT,11,0.64,3FS1-2
3FS1-4_1,F,PSTR,SUNLIGHT,11,0.7,3FS1-4
3FS1-4_2,F,PSTR,SUNLIGHT,11,0.93,3FS1-4
3FS1-4_3,F,PSTR,SUNLIGHT,11,0.73,3FS1-4
4FB1-1_1,F,PSTR,BLUE,11,0.67,4FB1-1
4FB1-1_2,F,PSTR,BLUE,11,0.59,4FB1-1
4FB1-1_3,F,PSTR,BLUE,11,0.81,4FB1-1
4FB1-1_4,F,PSTR,BLUE,11,0.68,4FB1-1
4FB1-8_1,F,PSTR,BLUE,11,0.5,4FB1-8
4FB1-8_2,F,PSTR,BLUE,11,0.4,4FB1-8
4FB1-8_3,F,PSTR,BLUE,11,1.81,4FB1-8
4FB1-8_4,F,PSTR,BLUE,11,1.43,4FB1-8
4FN1-12_1,F,PSTR,NATURAL,11,0.82,4FN1-12
4FN1-12_2,F,PSTR,NATURAL,11,0.81,4FN1-12
4FN1-12_3,F,PSTR,NATURAL,11,0.78,4FN1-12
4FN1-5_1,F,PSTR,NATURAL,11,0.2,4FN1-5
4FN1-5_2,F,PSTR,NATURAL,11,0.61,4FN1-5
4FN1-5_3,F,PSTR,NATURAL,11,0.4,4FN1-5
4FN1-5_4,F,PSTR,NATURAL,11,0.7,4FN1-5
4FS1-3_1,F,PSTR,SUNLIGHT,11,0.5,4FS1-3
4FS1-3_2,F,PSTR,SUNLIGHT,11,1.66,4FS1-3
4FS1-3_3,F,PSTR,SUNLIGHT,11,1.68,4FS1-3
4FS1-3_4,F,PSTR,SUNLIGHT,11,1.53,4FS1-3
4FS1-9_1,F,PSTR,SUNLIGHT,11,0.81,4FS1-9
4FS1-9_2,F,PSTR,SUNLIGHT,11,0.87,4FS1-9
4FS1-9_3,F,PSTR,SUNLIGHT,11,0.32,4FS1-9
4FS1-9_4,F,PSTR,SUNLIGHT,11,0.5,4FS1-9
5FB1-3_1,F,PSTR,BLUE,11,0.3,5FB1-3
5FB1-3_2,F,PSTR,BLUE,11,0.51,5FB1-3
5FB1-3_3,F,PSTR,BLUE,11,0.93,5FB1-3
5FB1-3_4,F,PSTR,BLUE,11,0.92,5FB1-3
5FB1-3_5,F,PSTR,BLUE,11,1.23,5FB1-3
5FN1-2_1,F,PSTR,NATURAL,11,0.865,5FN1-2
5FN1-2_3,F,PSTR,NATURAL,11,0.705,5FN1-2
5FN1-2_4,F,PSTR,NATURAL,11,1.295,5FN1-2
5FN1-2_5,F,PSTR,NATURAL,11,0.77,5FN1-2
5FS1-4_1,F,PSTR,SUNLIGHT,11,0.66,5FS1-4
5FS1-4_2,F,PSTR,SUNLIGHT,11,0.89,5FS1-4
5FS1-4_3,F,PSTR,SUNLIGHT,11,0.66,5FS1-4
5FS1-4_4,F,PSTR,SUNLIGHT,11,0.93,5FS1-4
5FS1-4_5,F,PSTR,SUNLIGHT,11,1.25,5FS1-4
6FB1-4_2,F,PSTR,BLUE,11,0.86,6FB1-4
6FB1-4_3,F,PSTR,BLUE,11,1.86,6FB1-4
6FB1-4_4,F,PSTR,BLUE,11,0.58,6FB1-4
6FB1-4_5,F,PSTR,BLUE,11,0.26,6FB1-4
6FB1-4_6,F,PSTR,BLUE,11,0.31,6FB1-4
6FN1-3_1,F,PSTR,NATURAL,11,0.56,6FN1-3
6FN1-3_2,F,PSTR,NATURAL,11,0.7,6FN1-3
6FN1-3_3,F,PSTR,NATURAL,11,0.42,6FN1-3
6FN1-3_4,F,PSTR,NATURAL,11,0.31,6FN1-3
6FN1-3_5,F,PSTR,NATURAL,11,1.23,6FN1-3
6FN1-3_6,F,PSTR,NATURAL,11,0.33,6FN1-3
6FS1-2_1,F,PSTR,SUNLIGHT,11,1.48,6FS1-2
6FS1-2_2,F,PSTR,SUNLIGHT,11,0.71,6FS1-2
6FS1-2_3,F,PSTR,SUNLIGHT,11,0.53,6FS1-2
6FS1-2_4,F,PSTR,SUNLIGHT,11,0.68,6FS1-2
6FS1-2_5,F,PSTR,SUNLIGHT,11,0.45,6FS1-2
6FS1-2_6,F,PSTR,SUNLIGHT,11,1.51,6FS1-2
7FB1-4_1,F,PSTR,BLUE,11,1.63,7FB1-4
7FB1-4_2,F,PSTR,BLUE,11,0.69,7FB1-4
7FB1-4_3,F,PSTR,BLUE,11,0.94,7FB1-4
7FB1-4_4,F,PSTR,BLUE,11,1.32,7FB1-4
7FB1-4_5,F,PSTR,BLUE,11,1.04,7FB1-4
7FB1-4_6,F,PSTR,BLUE,11,0.94,7FB1-4
7FN1-1_2,F,PSTR,NATURAL,11,0.6,7FN1-1
7FN1-1_3,F,PSTR,NATURAL,11,0.59,7FN1-1
7FN1-1_4,F,PSTR,NATURAL,11,0.8,7FN1-1
7FN1-1_5,F,PSTR,NATURAL,11,0.88,7FN1-1
7FN1-1_6,F,PSTR,NATURAL,11,2.35,7FN1-1
7FN1-1_7,F,PSTR,NATURAL,11,1.6,7FN1-1
7FS1-2_1,F,PSTR,SUNLIGHT,11,0.95,7FS1-2
7FS1-2_2,F,PSTR,SUNLIGHT,11,0.88,7FS1-2
7FS1-2_3,F,PSTR,SUNLIGHT,11,1.29,7FS1-2
7FS1-2_4,F,PSTR,SUNLIGHT,11,0.35,7FS1-2
7FS1-2_5,F,PSTR,SUNLIGHT,11,1.03,7FS1-2
7FS1-2_6,F,PSTR,SUNLIGHT,11,0.53,7FS1-2
7FS1-2_7,F,PSTR,SUNLIGHT,11,0.76,7FS1-2
8FB1-6_1,F,PSTR,BLUE,11,0.62,8FB1-6
8FB1-6_2,F,PSTR,BLUE,11,0.37,8FB1-6
8FB1-6_3,F,PSTR,BLUE,11,0.24,8FB1-6
8FB1-6_4,F,PSTR,BLUE,11,0.81,8FB1-6
8FB1-6_5,F,PSTR,BLUE,11,0.6,8FB1-6
8FB1-6_6,F,PSTR,BLUE,11,0.8,8FB1-6
8FB1-6_7,F,PSTR,BLUE,11,0.66,8FB1-6
8FB1-6_8,F,PSTR,BLUE,11,0.82,8FB1-6
8FN1-2_1,F,PSTR,NATURAL,11,1.14,8FN1-2
8FN1-2_2,F,PSTR,NATURAL,11,0.79,8FN1-2
8FN1-2_7,F,PSTR,NATURAL,11,1.08,8FN1-2
8FN1-2_8,F,PSTR,NATURAL,11,0.34,8FN1-2
8FS1-5_1,F,PSTR,SUNLIGHT,11,1.31,8FS1-5
8FS1-5_2,F,PSTR,SUNLIGHT,11,1.08,8FS1-5
8FS1-5_3,F,PSTR,SUNLIGHT,11,1.33,8FS1-5
8FS1-5_4,F,PSTR,SUNLIGHT,11,0.81,8FS1-5
8FS1-5_5,F,PSTR,SUNLIGHT,11,0.73,8FS1-5
8FS1-5_6,F,PSTR,SUNLIGHT,11,1.01,8FS1-5
8FS1-5_7,F,PSTR,SUNLIGHT,11,1.06,8FS1-5
8FS1-5_8,F,PSTR,SUNLIGHT,11,1.26,8FS1-5
3FB1-10_1,F,PSTR,BLUE,12,2.76,3FB1-10
3FB1-10_3,F,PSTR,BLUE,12,0.68,3FB1-10
3FB1-5_1,F,PSTR,BLUE,12,2.05,3FB1-5
3FB1-5_2,F,PSTR,BLUE,12,0.15,3FB1-5
3FB1-5_3,F,PSTR,BLUE,12,0.24,3FB1-5
3FB1-6_1,F,PSTR,BLUE,12,0.55,3FB1-6
3FB1-6_2,F,PSTR,BLUE,12,0.69,3FB1-6
3FB1-6_3,F,PSTR,BLUE,12,0.58,3FB1-6
3FN1-12_1,F,PSTR,NATURAL,12,0.54,3FN1-12
3FN1-12_2,F,PSTR,NATURAL,12,0.47,3FN1-12
3FN1-12_3,F,PSTR,NATURAL,12,0.42,3FN1-12
3FN1-14_1,F,PSTR,NATURAL,12,0.64,3FN1-14
3FN1-14_2,F,PSTR,NATURAL,12,0.61,3FN1-14
3FN1-14_3,F,PSTR,NATURAL,12,0.64,3FN1-14
3FS1-13_1,F,PSTR,SUNLIGHT,12,0.88,3FS1-13
3FS1-13_2,F,PSTR,SUNLIGHT,12,0.31,3FS1-13
3FS1-13_3,F,PSTR,SUNLIGHT,12,0.69,3FS1-13
3FS1-2_1,F,PSTR,SUNLIGHT,12,0.48,3FS1-2
3FS1-2_2,F,PSTR,SUNLIGHT,12,0.8,3FS1-2
3FS1-2_3,F,PSTR,SUNLIGHT,12,0.53,3FS1-2
3FS1-4_1,F,PSTR,SUNLIGHT,12,1.38,3FS1-4
3FS1-4_2,F,PSTR,SUNLIGHT,12,1.16,3FS1-4
3FS1-4_3,F,PSTR,SUNLIGHT,12,0.63,3FS1-4
4FB1-1_1,F,PSTR,BLUE,12,0.86,4FB1-1
4FB1-1_2,F,PSTR,BLUE,12,0.62,4FB1-1
4FB1-1_3,F,PSTR,BLUE,12,0.66,4FB1-1
4FB1-1_4,F,PSTR,BLUE,12,0.7,4FB1-1
4FB1-8_1,F,PSTR,BLUE,12,0.57,4FB1-8
4FB1-8_2,F,PSTR,BLUE,12,0.46,4FB1-8
4FB1-8_3,F,PSTR,BLUE,12,2.23,4FB1-8
4FB1-8_4,F,PSTR,BLUE,12,2.06,4FB1-8
4FN1-12_1,F,PSTR,NATURAL,12,0.84,4FN1-12
4FN1-12_2,F,PSTR,NATURAL,12,0.64,4FN1-12
4FN1-12_3,F,PSTR,NATURAL,12,0.62,4FN1-12
4FN1-5_1,F,PSTR,NATURAL,12,0.27,4FN1-5
4FN1-5_2,F,PSTR,NATURAL,12,0.58,4FN1-5
4FN1-5_3,F,PSTR,NATURAL,12,0.39,4FN1-5
4FN1-5_4,F,PSTR,NATURAL,12,0.67,4FN1-5
4FS1-3_1,F,PSTR,SUNLIGHT,12,0.92,4FS1-3
4FS1-3_2,F,PSTR,SUNLIGHT,12,1.41,4FS1-3
4FS1-3_3,F,PSTR,SUNLIGHT,12,1.68,4FS1-3
4FS1-3_4,F,PSTR,SUNLIGHT,12,1.53,4FS1-3
4FS1-9_1,F,PSTR,SUNLIGHT,12,1.04,4FS1-9
4FS1-9_2,F,PSTR,SUNLIGHT,12,0.64,4FS1-9
4FS1-9_3,F,PSTR,SUNLIGHT,12,0.4,4FS1-9
4FS1-9_4,F,PSTR,SUNLIGHT,12,0.54,4FS1-9
5FB1-3_1,F,PSTR,BLUE,12,0.26,5FB1-3
5FB1-3_2,F,PSTR,BLUE,12,1.18,5FB1-3
5FB1-3_3,F,PSTR,BLUE,12,0.63,5FB1-3
5FB1-3_4,F,PSTR,BLUE,12,1.18,5FB1-3
5FB1-3_5,F,PSTR,BLUE,12,0.7,5FB1-3
5FN1-2_1,F,PSTR,NATURAL,12,0.84,5FN1-2
5FN1-2_3,F,PSTR,NATURAL,12,0.81,5FN1-2
5FN1-2_4,F,PSTR,NATURAL,12,1.37,5FN1-2
5FN1-2_5,F,PSTR,NATURAL,12,0.65,5FN1-2
5FS1-4_1,F,PSTR,SUNLIGHT,12,0.75,5FS1-4
5FS1-4_2,F,PSTR,SUNLIGHT,12,0.88,5FS1-4
5FS1-4_3,F,PSTR,SUNLIGHT,12,0.69,5FS1-4
5FS1-4_4,F,PSTR,SUNLIGHT,12,0.87,5FS1-4
5FS1-4_5,F,PSTR,SUNLIGHT,12,1.52,5FS1-4
6FB1-4_2,F,PSTR,BLUE,12,0.81,6FB1-4
6FB1-4_3,F,PSTR,BLUE,12,1.52,6FB1-4
6FB1-4_4,F,PSTR,BLUE,12,0.64,6FB1-4
6FB1-4_5,F,PSTR,BLUE,12,0.27,6FB1-4
6FB1-4_6,F,PSTR,BLUE,12,0.44,6FB1-4
6FN1-3_1,F,PSTR,NATURAL,12,0.42,6FN1-3
6FN1-3_2,F,PSTR,NATURAL,12,0.61,6FN1-3
6FN1-3_3,F,PSTR,NATURAL,12,0.49,6FN1-3
6FN1-3_4,F,PSTR,NATURAL,12,0.37,6FN1-3
6FN1-3_5,F,PSTR,NATURAL,12,1.39,6FN1-3
6FN1-3_6,F,PSTR,NATURAL,12,0.44,6FN1-3
6FS1-2_1,F,PSTR,SUNLIGHT,12,2.16,6FS1-2
6FS1-2_2,F,PSTR,SUNLIGHT,12,1.38,6FS1-2
6FS1-2_3,F,PSTR,SUNLIGHT,12,1.03,6FS1-2
6FS1-2_4,F,PSTR,SUNLIGHT,12,0.77,6FS1-2
6FS1-2_5,F,PSTR,SUNLIGHT,12,0.43,6FS1-2
6FS1-2_6,F,PSTR,SUNLIGHT,12,1.8,6FS1-2
7FB1-4_1,F,PSTR,BLUE,12,1.58,7FB1-4
7FB1-4_2,F,PSTR,BLUE,12,0.69,7FB1-4
7FB1-4_3,F,PSTR,BLUE,12,1.07,7FB1-4
7FB1-4_4,F,PSTR,BLUE,12,1.31,7FB1-4
7FB1-4_5,F,PSTR,BLUE,12,1.06,7FB1-4
7FB1-4_6,F,PSTR,BLUE,12,2.17,7FB1-4
7FN1-1_2,F,PSTR,NATURAL,12,0.54,7FN1-1
7FN1-1_3,F,PSTR,NATURAL,12,0.51,7FN1-1
7FN1-1_4,F,PSTR,NATURAL,12,0.93,7FN1-1
7FN1-1_5,F,PSTR,NATURAL,12,0.86,7FN1-1
7FN1-1_6,F,PSTR,NATURAL,12,1.63,7FN1-1
7FN1-1_7,F,PSTR,NATURAL,12,1.37,7FN1-1
7FS1-2_1,F,PSTR,SUNLIGHT,12,1.01,7FS1-2
7FS1-2_2,F,PSTR,SUNLIGHT,12,1.095,7FS1-2
7FS1-2_3,F,PSTR,SUNLIGHT,12,1.945,7FS1-2
7FS1-2_4,F,PSTR,SUNLIGHT,12,0.42,7FS1-2
7FS1-2_5,F,PSTR,SUNLIGHT,12,1.165,7FS1-2
7FS1-2_6,F,PSTR,SUNLIGHT,12,0.51,7FS1-2
7FS1-2_7,F,PSTR,SUNLIGHT,12,0.865,7FS1-2
8FB1-6_1,F,PSTR,BLUE,12,0.75,8FB1-6
8FB1-6_2,F,PSTR,BLUE,12,0.63,8FB1-6
8FB1-6_3,F,PSTR,BLUE,12,0.3,8FB1-6
8FB1-6_4,F,PSTR,BLUE,12,0.85,8FB1-6
8FB1-6_5,F,PSTR,BLUE,12,0.75,8FB1-6
8FB1-6_6,F,PSTR,BLUE,12,0.8,8FB1-6
8FB1-6_7,F,PSTR,BLUE,12,0.7,8FB1-6
8FB1-6_8,F,PSTR,BLUE,12,1.18,8FB1-6
8FN1-2_1,F,PSTR,NATURAL,12,1.18,8FN1-2
8FN1-2_2,F,PSTR,NATURAL,12,0.6,8FN1-2
8FN1-2_7,F,PSTR,NATURAL,12,1.03,8FN1-2
8FN1-2_8,F,PSTR,NATURAL,12,0.33,8FN1-2
8FS1-5_1,F,PSTR,SUNLIGHT,12,0.86,8FS1-5
8FS1-5_2,F,PSTR,SUNLIGHT,12,0.79,8FS1-5
8FS1-5_3,F,PSTR,SUNLIGHT,12,1.1,8FS1-5
8FS1-5_4,F,PSTR,SUNLIGHT,12,0.77,8FS1-5
8FS1-5_5,F,PSTR,SUNLIGHT,12,0.6,8FS1-5
8FS1-5_6,F,PSTR,SUNLIGHT,12,0.8,8FS1-5
8FS1-5_7,F,PSTR,SUNLIGHT,12,0.92,8FS1-5
8FS1-5_8,F,PSTR,SUNLIGHT,12,1.03,8FS1-5
3FB1-10_1,F,PSTR,BLUE,13,2.36,3FB1-10
3FB1-10_3,F,PSTR,BLUE,13,0.42,3FB1-10
3FB1-5_1,F,PSTR,BLUE,13,3.17,3FB1-5
3FB1-5_2,F,PSTR,BLUE,13,0.23,3FB1-5
3FB1-5_3,F,PSTR,BLUE,13,0.25,3FB1-5
3FB1-6_1,F,PSTR,BLUE,13,0.41,3FB1-6
3FB1-6_2,F,PSTR,BLUE,13,0.85,3FB1-6
3FB1-6_3,F,PSTR,BLUE,13,0.49,3FB1-6
3FN1-12_1,F,PSTR,NATURAL,13,0.55,3FN1-12
3FN1-12_2,F,PSTR,NATURAL,13,0.47,3FN1-12
3FN1-12_3,F,PSTR,NATURAL,13,0.48,3FN1-12
3FN1-14_1,F,PSTR,NATURAL,13,0.53,3FN1-14
3FN1-14_2,F,PSTR,NATURAL,13,0.53,3FN1-14
3FN1-14_3,F,PSTR,NATURAL,13,0.74,3FN1-14
3FS1-13_1,F,PSTR,SUNLIGHT,13,1.16,3FS1-13
3FS1-13_2,F,PSTR,SUNLIGHT,13,0.33,3FS1-13
3FS1-13_3,F,PSTR,SUNLIGHT,13,0.7,3FS1-13
3FS1-2_1,F,PSTR,SUNLIGHT,13,0.75,3FS1-2
3FS1-2_2,F,PSTR,SUNLIGHT,13,0.89,3FS1-2
3FS1-2_3,F,PSTR,SUNLIGHT,13,0.65,3FS1-2
3FS1-4_1,F,PSTR,SUNLIGHT,13,1.1,3FS1-4
3FS1-4_2,F,PSTR,SUNLIGHT,13,1.2,3FS1-4
3FS1-4_3,F,PSTR,SUNLIGHT,13,0.81,3FS1-4
4FB1-1_1,F,PSTR,BLUE,13,0.88,4FB1-1
4FB1-1_2,F,PSTR,BLUE,13,0.86,4FB1-1
4FB1-1_3,F,PSTR,BLUE,13,0.89,4FB1-1
4FB1-1_4,F,PSTR,BLUE,13,0.76,4FB1-1
4FB1-8_1,F,PSTR,BLUE,13,0.71,4FB1-8
4FB1-8_2,F,PSTR,BLUE,13,0.66,4FB1-8
4FB1-8_3,F,PSTR,BLUE,13,2.65,4FB1-8
4FB1-8_4,F,PSTR,BLUE,13,2.37,4FB1-8
4FN1-12_1,F,PSTR,NATURAL,13,0.88,4FN1-12
4FN1-12_2,F,PSTR,NATURAL,13,0.72,4FN1-12
4FN1-12_3,F,PSTR,NATURAL,13,0.81,4FN1-12
4FN1-5_1,F,PSTR,NATURAL,13,0.16,4FN1-5
4FN1-5_2,F,PSTR,NATURAL,13,0.49,4FN1-5
4FN1-5_3,F,PSTR,NATURAL,13,0.39,4FN1-5
4FN1-5_4,F,PSTR,NATURAL,13,0.66,4FN1-5
4FS1-3_1,F,PSTR,SUNLIGHT,13,0.93,4FS1-3
4FS1-3_2,F,PSTR,SUNLIGHT,13,2.4,4FS1-3
4FS1-3_3,F,PSTR,SUNLIGHT,13,3.63,4FS1-3
4FS1-3_4,F,PSTR,SUNLIGHT,13,1.95,4FS1-3
4FS1-9_1,F,PSTR,SUNLIGHT,13,1.74,4FS1-9
4FS1-9_2,F,PSTR,SUNLIGHT,13,1,4FS1-9
4FS1-9_3,F,PSTR,SUNLIGHT,13,0.4,4FS1-9
4FS1-9_4,F,PSTR,SUNLIGHT,13,0.6,4FS1-9
5FB1-3_1,F,PSTR,BLUE,13,0.2,5FB1-3
5FB1-3_2,F,PSTR,BLUE,13,0.95,5FB1-3
5FB1-3_3,F,PSTR,BLUE,13,1.16,5FB1-3
5FB1-3_4,F,PSTR,BLUE,13,1.48,5FB1-3
5FB1-3_5,F,PSTR,BLUE,13,1.66,5FB1-3
5FN1-2_1,F,PSTR,NATURAL,13,0.74,5FN1-2
5FN1-2_3,F,PSTR,NATURAL,13,0.85,5FN1-2
5FN1-2_4,F,PSTR,NATURAL,13,1.41,5FN1-2
5FN1-2_5,F,PSTR,NATURAL,13,0.83,5FN1-2
5FS1-4_1,F,PSTR,SUNLIGHT,13,1.02,5FS1-4
5FS1-4_2,F,PSTR,SUNLIGHT,13,1.3,5FS1-4
5FS1-4_3,F,PSTR,SUNLIGHT,13,0.77,5FS1-4
5FS1-4_4,F,PSTR,SUNLIGHT,13,0.99,5FS1-4
5FS1-4_5,F,PSTR,SUNLIGHT,13,1.95,5FS1-4
6FB1-4_2,F,PSTR,BLUE,13,1.09,6FB1-4
6FB1-4_3,F,PSTR,BLUE,13,1.88,6FB1-4
6FB1-4_4,F,PSTR,BLUE,13,0.63,6FB1-4
6FB1-4_5,F,PSTR,BLUE,13,0.22,6FB1-4
6FB1-4_6,F,PSTR,BLUE,13,0.49,6FB1-4
6FN1-3_1,F,PSTR,NATURAL,13,0.65,6FN1-3
6FN1-3_2,F,PSTR,NATURAL,13,0.75,6FN1-3
6FN1-3_3,F,PSTR,NATURAL,13,0.55,6FN1-3
6FN1-3_4,F,PSTR,NATURAL,13,0.34,6FN1-3
6FN1-3_5,F,PSTR,NATURAL,13,1.05,6FN1-3
6FN1-3_6,F,PSTR,NATURAL,13,0.41,6FN1-3
6FS1-2_1,F,PSTR,SUNLIGHT,13,3.73,6FS1-2
6FS1-2_2,F,PSTR,SUNLIGHT,13,1.33,6FS1-2
6FS1-2_3,F,PSTR,SUNLIGHT,13,0.5,6FS1-2
6FS1-2_4,F,PSTR,SUNLIGHT,13,1.23,6FS1-2
6FS1-2_5,F,PSTR,SUNLIGHT,13,0.43,6FS1-2
6FS1-2_6,F,PSTR,SUNLIGHT,13,2.61,6FS1-2
7FB1-4_1,F,PSTR,BLUE,13,1.86,7FB1-4
7FB1-4_2,F,PSTR,BLUE,13,1.13,7FB1-4
7FB1-4_3,F,PSTR,BLUE,13,1.65,7FB1-4
7FB1-4_4,F,PSTR,BLUE,13,2.71,7FB1-4
7FB1-4_5,F,PSTR,BLUE,13,1.49,7FB1-4
7FB1-4_6,F,PSTR,BLUE,13,1.53,7FB1-4
7FN1-1_2,F,PSTR,NATURAL,13,0.47,7FN1-1
7FN1-1_3,F,PSTR,NATURAL,13,0.54,7FN1-1
7FN1-1_4,F,PSTR,NATURAL,13,1.01,7FN1-1
7FN1-1_5,F,PSTR,NATURAL,13,0.68,7FN1-1
7FN1-1_6,F,PSTR,NATURAL,13,2.07,7FN1-1
7FN1-1_7,F,PSTR,NATURAL,13,1.61,7FN1-1
7FS1-2_1,F,PSTR,SUNLIGHT,13,1.07,7FS1-2
7FS1-2_2,F,PSTR,SUNLIGHT,13,1.31,7FS1-2
7FS1-2_3,F,PSTR,SUNLIGHT,13,2.6,7FS1-2
7FS1-2_4,F,PSTR,SUNLIGHT,13,0.49,7FS1-2
7FS1-2_5,F,PSTR,SUNLIGHT,13,1.3,7FS1-2
7FS1-2_6,F,PSTR,SUNLIGHT,13,0.49,7FS1-2
7FS1-2_7,F,PSTR,SUNLIGHT,13,0.97,7FS1-2
8FB1-6_1,F,PSTR,BLUE,13,0.47,8FB1-6
8FB1-6_2,F,PSTR,BLUE,13,0.9,8FB1-6
8FB1-6_3,F,PSTR,BLUE,13,0.41,8FB1-6
